gps_accuracy_m,accel_norm,location_velocity_kmh,network_type,order_acceptance_latency_s,peer_claims_same_window,zone_claim_spike_ratio,device_subnet_overlap,claim_time_std_minutes,battery_drain_pct_per_hr,is_fraud
1.2548,9.8863,1.5009,1,2.4687,52,5.1172,7,2.9419,59.6633,1
21.8526,11.0875,27.3739,1,70.6339,5,0.9221,0,44.9113,14.6052,0
23.0603,12.9775,23.8126,1,35.0976,4,0.8785,2,105.722,23.1581,0
16.8555,9.0575,2.4007,1,79.3676,0,0.9503,2,111.674,19.967,0
9.7973,13.1316,28.9757,1,9.8866,6,1.1361,0,35.5762,12.8411,0
6.8289,9.634,29.0747,1,74.2082,4,2.339,0,24.8328,11.9411,0
7.9486,11.6174,6.6337,1,28.4594,6,2.3009,0,78.292,24.9605,0
18.5413,10.5946,14.6333,1,19.5945,1,2.0889,0,109.5909,20.858,0
13.0397,10.1423,7.3258,1,20.1845,6,1.7681,1,87.8262,24.8472,0
10.8736,12.5634,21.0516,1,22.9098,3,1.2384,1,53.722,17.3,0
11.4388,11.1804,20.8861,1,53.9638,1,1.7845,2,79.5962,19.46,0
22.8491,9.4629,19.705,1,67.3351,6,1.5362,2,119.3673,24.3856,0
15.7869,12.8618,10.0509,1,68.8419,2,2.0111,1,115.7476,15.1971,0
7.7652,11.0203,15.8229,1,45.1717,7,2.2188,0,25.1928,8.2039,0
13.7922,13.3589,17.7689,1,21.0538,0,2.1993,2,16.733,20.7289,0
23.9668,9.9847,3.3751,1,14.5193,7,1.1029,1,116.303,19.9167,0
24.4256,8.8121,18.3227,1,13.129,3,1.1906,0,112.1006,23.1324,0
9.9216,10.1662,26.8216,0,61.0035,2,1.3135,0,61.009,13.4902,0
3.4786,9.6962,1.5009,0,2.0428,21,10.2816,8,3.5178,60.6752,1
15.8826,10.3033,29.7905,1,14.7554,3,2.2424,1,51.468,11.7021,0
17.0983,11.9216,4.3767,1,85.5491,3,0.8392,0,24.0657,8.5836,0
14.8375,8.778,2.1183,1,30.226,2,1.6578,2,116.4864,18.655,0
20.1506,11.0198,10.5779,1,59.6181,3,1.7629,2,24.7991,22.1246,0
16.726,11.2834,33.2835,0,52.536,7,1.2273,2,72.9529,14.7041,0
3.1339,9.7177,1.5009,1,2.2116,40,7.1839,13,1.9958,49.2763,1
12.8683,11.6091,0.7159,0,68.8766,4,1.4463,0,117.509,23.9322,0
7.0193,11.1535,13.2659,1,15.9099,2,1.5419,2,113.9454,23.1098,0
19.885,11.3096,10.802,1,44.3307,5,1.6023,2,112.2052,11.9622,0
19.1799,12.324,22.4343,1,39.134,0,1.5723,2,110.0216,14.1771,0
3.0596,9.7747,1.5009,0,2.8433,49,10.9692,13,4.9649,37.3804,1
19.8151,10.7668,8.7083,1,86.1075,0,1.6466,1,116.9066,9.9312,0
14.286,12.0922,28.2366,1,26.1019,6,1.2221,2,101.3457,11.1221,0
14.9392,10.2486,18.8434,0,60.1729,0,2.2384,2,67.9184,21.3359,0
20.7448,9.929,29.3176,1,15.193,7,2.1197,2,68.6809,10.21,0
15.3216,9.8671,28.5282,1,30.1276,6,2.319,1,79.6276,24.6423,0
5.388,10.0885,36.0637,1,82.2001,4,1.0246,0,107.3973,19.7401,0
9.3822,11.8051,24.7222,1,45.9096,0,1.4469,1,85.8714,18.1625,0
19.9383,8.5665,34.6266,1,81.2997,6,1.6868,1,51.4071,9.3578,0
9.745,10.6387,5.1582,1,19.2574,1,1.8063,1,41.6213,20.7644,0
14.0364,11.1777,36.871,1,21.1999,4,2.2937,0,90.4733,13.4974,0
21.7374,13.2956,2.7306,1,60.4658,5,2.3402,0,37.7676,21.2107,0
9.838,12.4068,6.9108,1,65.2906,5,0.8028,1,106.4418,23.9664,0
22.1441,9.1383,11.4773,0,44.8354,2,0.9211,2,30.7251,23.2755,0
9.7963,8.8246,24.936,1,76.4313,4,1.9489,1,88.3685,13.4889,0
22.3745,10.0631,38.2885,0,9.1301,4,1.8029,1,33.6684,21.8024,0
14.2599,10.8447,0.2801,1,68.5696,5,1.7117,0,103.9577,24.9436,0
6.2289,11.8066,11.8859,1,16.0037,1,1.4929,0,24.5205,21.401,0
21.001,13.2808,29.3192,1,50.568,3,2.4185,2,117.4007,9.7243,0
19.0005,9.6866,21.3897,1,21.8021,2,1.2385,0,69.6381,8.6346,0
7.5731,8.5836,34.7067,1,57.5412,5,1.9317,1,108.108,23.733,0
17.2131,9.429,9.058,1,38.0831,3,2.1661,2,61.1259,19.703,0
14.4808,11.2727,7.4979,1,82.8838,6,1.5753,2,49.7658,9.9308,0
20.266,8.0793,26.317,1,61.0133,5,1.0089,2,111.6163,11.3439,0
9.6878,10.9094,35.2071,1,23.7446,7,1.9191,2,106.5255,15.109,0
1.9841,9.6389,1.5009,0,1.7024,26,8.0999,10,4.4197,48.7441,1
18.7428,8.0861,7.189,1,18.7485,5,2.0797,2,31.9229,20.555,0
8.2275,13.3733,19.1993,1,29.3225,6,1.0885,0,88.7272,23.5715,0
5.6307,8.9704,14.9716,1,36.7544,7,0.9473,0,16.4132,12.0827,0
20.695,13.3135,23.1768,1,80.4403,3,0.8638,1,16.9648,17.4621,0
19.9277,9.7736,15.1855,1,15.8684,2,2.4437,2,91.2278,23.2532,0
21.4093,10.2413,37.3555,1,68.7314,2,1.2722,1,75.7378,21.9999,0
13.368,11.147,19.0166,1,39.5851,5,2.0211,2,72.0385,11.7598,0
6.4204,9.3906,26.4446,1,81.4399,1,1.9927,0,87.4306,23.8575,0
21.3395,11.3485,34.6493,1,44.1733,1,1.7877,2,32.7513,12.9361,0
17.0608,9.7643,31.8349,1,89.4008,1,1.1838,2,24.0265,14.7876,0
24.3526,8.9489,14.7863,0,62.9401,1,1.4644,0,21.5883,20.2566,0
14.2937,8.5802,27.406,1,41.868,3,1.8514,0,40.0347,14.1776,0
18.9934,10.1746,32.6115,1,17.9435,1,2.3914,2,70.6654,18.7575,0
13.6777,10.251,14.5053,1,80.5701,2,1.1739,1,56.8253,9.699,0
2.3171,9.7247,1.5009,0,3.8559,20,11.9025,13,4.1574,40.8407,1
8.1946,10.7283,21.6218,1,31.6447,6,0.8403,2,97.8427,17.0221,0
14.9538,8.9764,35.9425,1,12.0012,3,2.3275,1,107.501,16.0327,0
15.4901,8.917,2.5763,1,82.2792,3,2.2961,1,108.7278,23.6546,0
12.0469,8.6471,32.5604,1,34.6703,0,1.4888,0,108.0638,20.1449,0
14.0407,10.7659,31.4903,1,74.3266,3,1.0555,1,92.103,9.0748,0
19.3986,11.4921,29.506,1,74.6748,0,2.0655,2,103.2876,24.4327,0
22.4885,11.4624,6.3346,1,14.3191,0,1.7864,1,75.5785,21.676,0
17.9546,10.1401,24.2748,0,15.9653,1,0.8925,2,45.8267,24.9892,0
14.3729,11.9651,29.2217,1,33.4151,1,1.731,2,109.2351,19.0212,0
3.1196,9.8835,1.5009,0,1.9702,59,5.8409,13,3.7004,59.8337,1
0.9045,9.8941,1.5009,0,2.7973,31,5.8989,14,0.696,67.4395,1
16.8123,10.1258,16.3711,0,19.3784,4,2.1932,0,22.0681,12.791,0
12.0037,9.6734,25.6012,1,26.3342,2,1.8622,0,67.8227,17.8754,0
19.4466,9.3659,32.524,1,11.1483,2,1.2207,0,109.3205,20.1602,0
17.3557,10.518,39.5722,0,22.3087,5,1.5938,2,105.0542,16.1971,0
12.5822,8.3752,30.935,1,80.0069,1,1.2557,0,84.7693,8.5004,0
10.1291,11.5629,12.8527,1,57.7854,6,2.0969,1,82.364,12.1061,0
24.4083,10.4123,4.5988,0,84.6074,3,0.8956,0,68.1093,16.8676,0
2.9248,9.815,1.5009,0,3.6304,49,9.2286,16,1.2134,57.9732,1
21.7498,13.3052,31.1902,0,43.9596,4,1.1462,1,80.7519,22.9971,0
1.4314,9.6902,1.5009,1,2.1597,18,9.2385,5,4.7256,35.7017,1
19.1862,11.0139,31.5207,1,81.4963,1,1.5969,0,102.5568,17.901,0
13.6787,10.5422,25.0947,1,24.9192,7,2.0794,0,106.5269,13.8122,0
20.1547,10.5861,9.5043,1,34.5787,0,2.48,2,35.6947,15.3057,0
1.5527,9.6613,1.5009,0,3.1539,59,4.6531,6,4.4823,64.6536,1
9.871,12.1139,15.1602,1,79.9741,1,1.8143,0,80.191,8.7765,0
24.4265,8.5482,3.9197,1,15.1712,4,2.2454,0,105.9857,13.7632,0
0.9005,9.7972,1.5009,1,1.9235,35,11.092,19,3.3731,49.4251,1
7.5407,11.3081,36.3882,0,41.9071,6,2.287,1,102.7701,10.1002,0
5.0701,9.9354,8.3578,0,11.2371,1,0.9139,2,57.9483,15.7158,0
15.2329,8.2231,21.7737,0,77.5254,6,1.9464,1,64.1271,12.1177,0
9.5751,8.5673,35.9549,1,48.6139,7,1.1721,1,77.0768,11.4317,0
1.6821,9.6749,1.5009,0,0.9387,24,5.3237,15,4.9086,69.812,1
5.8216,13.0041,21.9809,1,70.7372,6,1.3829,0,21.7808,20.399,0
1.1412,9.7273,1.5009,0,3.6443,46,8.8936,4,3.1796,47.1347,1
7.5529,10.2798,1.282,1,83.1721,3,1.0359,2,87.6401,14.0029,0
23.3284,13.3213,34.4241,1,57.9292,0,1.5251,1,119.0811,9.6366,0
1.5137,9.7281,1.5009,0,1.3453,29,10.321,10,2.1464,54.5625,1
21.2786,10.5496,15.7027,1,12.1919,2,0.9956,0,100.6721,8.7435,0
12.093,10.608,19.9183,1,15.8003,6,1.3192,0,53.0202,14.0374,0
12.0523,12.0123,37.4637,1,15.9644,3,1.3722,2,33.2438,8.787,0
24.4626,9.1792,1.4483,0,31.5755,5,1.2172,2,29.3828,21.1812,0
18.584,13.3494,5.5908,1,39.6192,0,1.7693,1,61.7467,22.7432,0
24.9816,10.4148,13.2399,0,53.9143,6,1.7228,0,85.5846,21.5479,0
22.1093,10.0661,32.4999,0,24.8788,4,1.4849,2,107.5153,16.0067,0
12.8019,10.803,27.2651,1,77.7667,2,0.9321,1,107.5447,13.675,0
2.308,9.6848,1.5009,0,0.7938,48,7.6542,9,2.1614,64.913,1
19.0104,8.409,34.4568,1,58.001,7,2.3749,0,98.9913,14.0781,0
24.6317,9.7221,24.6734,1,12.4988,0,1.9814,2,81.1354,12.6799,0
18.9127,10.1836,29.418,1,25.9288,6,0.8044,1,70.8986,18.3727,0
8.7514,12.7285,33.9978,1,21.6416,5,1.7263,0,25.8853,13.5155,0
8.0386,10.3362,11.9803,1,46.8547,3,1.0005,1,104.2051,24.3868,0
6.8845,11.4965,21.3877,1,55.0077,2,1.3097,0,92.5517,14.3039,0
16.6464,10.8252,26.5461,1,58.1582,6,1.7545,0,109.5816,18.0269,0
16.2752,11.9754,26.9856,0,57.3237,0,1.7965,1,62.6882,11.0469,0
5.8651,11.1664,36.9356,1,52.3561,5,1.2298,0,110.4366,14.5165,0
20.6513,9.976,19.1503,1,29.5248,4,2.1931,0,59.1454,13.7531,0
18.1629,8.6144,26.92,1,49.6556,5,2.3633,0,89.7821,19.3516,0
7.0889,9.5285,19.0962,1,88.6946,2,0.812,1,102.2462,17.7299,0
22.1019,9.3369,12.8532,1,62.3969,1,1.9473,0,105.9465,13.5531,0
11.1244,12.4845,8.3748,1,16.9132,5,1.6526,0,117.9408,13.0983,0
21.3303,8.2133,23.6084,0,79.5467,2,2.3111,0,109.3206,10.5547,0
13.175,12.5345,23.152,1,36.5188,6,2.2794,2,39.3168,9.9135,0
19.2597,9.3899,18.2856,1,13.4956,0,1.775,1,32.005,8.3429,0
23.7269,8.0401,1.7684,0,54.8287,6,1.3731,0,25.9214,8.7244,0
0.5871,9.7228,1.5009,0,3.4958,47,4.4911,19,4.8593,64.2941,1
20.0722,13.2109,6.4916,1,82.3401,6,1.3038,0,67.3137,10.8655,0
13.7361,10.783,23.6223,1,9.5165,4,1.0607,2,17.8326,20.0431,0
13.0995,12.6914,11.9911,1,50.9097,2,1.7587,0,35.5509,9.4193,0
7.4607,10.0421,20.7308,1,19.9085,5,1.635,0,82.7635,22.3838,0
13.3634,11.3975,21.3783,1,16.3479,7,0.9769,0,111.6907,12.8453,0
22.9022,12.7837,19.3408,1,9.7837,2,2.1659,0,45.3326,19.7068,0
18.5957,10.1754,37.1098,0,10.5516,3,1.082,2,80.6066,12.0041,0
15.9018,12.4699,15.0854,0,36.7019,7,1.6055,1,45.4178,15.0824,0
17.6451,8.4349,36.4282,1,59.0188,0,2.4238,0,48.6908,14.3985,0
10.2597,11.0462,32.8444,1,18.7836,1,1.972,1,114.4138,19.7744,0
11.2163,8.5191,36.48,1,41.255,7,2.3858,1,52.0386,21.643,0
9.4239,8.875,26.6585,1,87.2149,0,1.3935,0,119.7937,8.551,0
15.8511,12.2508,2.5881,0,38.8508,2,1.0557,0,49.2095,13.1208,0
22.764,12.7011,30.0648,1,79.9867,3,1.4455,1,100.8098,12.698,0
9.7765,12.988,39.3616,1,8.0621,2,0.8033,1,15.6536,22.7446,0
21.8371,12.9546,35.8607,1,89.1776,2,1.9024,1,19.5592,24.7092,0
7.804,8.0883,21.3148,0,34.0327,1,1.521,1,95.4683,11.8225,0
24.2055,8.9289,34.7347,1,38.885,6,1.0824,0,32.7652,9.2034,0
21.4738,10.6781,29.9035,1,58.1543,5,1.0783,2,16.5523,11.9904,0
23.5961,8.6914,21.9264,1,78.484,0,1.2951,0,95.28,21.7638,0
21.0299,11.8478,21.1608,1,68.5315,5,1.2778,1,95.5697,8.8301,0
5.4845,9.5038,37.4343,1,32.2496,3,0.9489,2,96.9845,12.4993,0
3.9604,9.8787,1.5009,0,1.5613,54,11.7484,16,1.497,64.8643,1
13.0649,9.2733,5.0332,1,77.0178,5,0.8743,2,60.6837,19.1346,0
13.2195,10.7373,10.6195,1,86.89,0,2.4473,2,29.279,8.1329,0
16.3569,12.3952,27.2463,1,54.2314,7,1.5662,0,72.3244,9.624,0
7.2911,10.5051,37.3123,1,20.5179,5,2.3458,1,95.0085,19.7738,0
14.9098,10.6158,26.5391,1,72.5799,6,2.4688,2,68.4902,23.2286,0
6.912,8.4549,15.7504,1,54.1227,5,0.8463,2,105.2495,9.2931,0
7.1296,11.5831,3.433,1,51.3,0,1.589,2,70.5776,22.9875,0
15.7904,9.2324,3.2402,1,66.7477,3,0.8608,0,87.7096,24.7908,0
5.3518,8.1083,20.456,1,30.1124,2,2.4887,2,19.2962,15.3067,0
24.385,12.6531,1.9494,1,49.2468,3,1.2499,1,110.1206,21.3539,0
19.2708,11.3626,5.1522,1,36.685,2,1.8994,1,21.4034,19.6898,0
13.4849,12.512,2.3777,1,48.6142,0,1.5632,2,41.2618,14.5191,0
19.0492,10.1598,32.0379,1,8.1192,5,1.5281,1,43.9585,24.6601,0
21.866,8.6481,27.8568,1,26.5276,5,1.6614,1,93.3513,9.4335,0
20.3037,9.5266,37.2093,1,9.5846,1,1.0831,2,39.3634,19.7186,0
19.8538,13.4062,31.869,1,73.9357,3,1.9226,2,62.9914,19.9647,0
8.3764,8.247,18.7735,1,57.0172,3,1.0523,0,76.6234,9.3967,0
10.9695,8.9377,32.6453,1,84.9414,2,1.1642,1,61.3275,11.8768,0
17.4224,10.792,0.5976,0,75.3505,6,0.9115,1,42.3025,10.7177,0
12.0947,9.0051,6.9181,1,56.8289,1,1.6529,1,91.871,23.5885,0
16.6232,12.3776,33.9124,1,34.7065,3,0.8169,1,25.6472,9.0784,0
10.0035,9.6949,33.2373,1,68.5916,2,1.8079,1,22.9841,15.1281,0
8.8057,13.3156,38.3908,1,86.6579,2,1.778,1,35.6176,17.6691,0
6.6437,13.2746,32.5493,1,59.699,3,0.9947,2,102.9904,21.0086,0
24.797,8.3292,35.2242,1,78.6295,0,2.2492,0,98.5121,19.7716,0
9.2401,12.4606,11.2952,1,61.4274,7,0.8341,2,70.6314,18.1985,0
14.5941,11.6583,1.3279,1,62.4201,5,1.8844,0,55.4515,21.9096,0
10.1358,10.5878,27.1145,1,16.7037,6,2.0455,1,62.6537,16.3556,0
17.8512,12.659,0.0076,0,36.1867,4,1.9192,2,24.386,14.5194,0
24.185,10.4891,21.8363,1,24.1452,1,1.9243,0,17.888,14.4273,0
6.038,13.0728,17.0755,1,17.6404,4,2.2366,2,96.7618,19.8622,0
17.0291,10.5269,2.7522,0,83.6683,4,1.2333,2,21.4951,12.2625,0
14.2822,13.127,16.719,1,82.3232,3,1.1667,2,92.95,17.526,0
5.6962,8.9237,10.4357,1,42.8968,5,1.8737,1,69.1993,9.6359,0
9.1021,10.0913,19.4416,1,8.5418,0,2.1191,1,24.3287,19.1605,0
6.6828,11.253,37.859,1,35.8887,2,1.8577,2,111.4829,24.8328,0
24.8536,9.1565,23.7698,1,89.3201,0,1.8505,0,92.2709,11.1329,0
12.205,12.2959,6.94,1,10.566,2,1.9762,2,117.8643,24.0586,0
14.7437,11.8211,0.1582,1,55.004,5,1.3649,1,115.6039,19.7843,0
9.0727,9.5253,19.263,1,45.3977,4,1.076,0,77.8656,21.3537,0
13.7012,12.6273,14.4764,0,85.7779,6,2.1245,1,32.4536,12.4154,0
6.1211,13.2102,1.3916,1,33.6697,6,2.3946,0,17.9303,23.9254,0
2.0091,9.8584,1.5009,0,2.0921,45,11.4704,17,3.9021,54.3179,1
0.9511,9.7119,1.5009,0,2.1428,55,5.1404,16,1.5645,69.9254,1
10.792,12.6174,4.5887,1,75.8013,3,1.1763,1,111.7565,8.4663,0
23.7105,9.991,2.0285,1,16.446,4,1.075,0,109.8583,11.6318,0
10.4668,12.0444,12.8276,1,58.8325,6,1.0796,0,67.5102,20.708,0
16.9202,11.4238,12.0288,1,87.9088,3,1.681,0,118.7193,10.4056,0
5.6238,10.9618,36.3199,1,31.9425,2,0.9975,0,114.5038,20.5987,0
1.9835,9.7369,1.5009,1,1.4957,57,4.6431,5,0.5214,41.2964,1
13.6259,12.4403,4.9631,1,79.3818,3,1.0948,0,73.2393,23.7267,0
6.5357,11.7796,11.6004,1,36.3728,5,1.5574,2,110.7658,24.6849,0
20.9149,12.3751,10.5623,1,22.3883,4,2.4592,0,59.6424,15.9577,0
5.9475,11.3619,7.0143,1,25.7672,1,1.6055,0,106.92,13.5845,0
17.7646,11.5948,31.423,1,83.9634,3,1.8045,1,69.1681,18.0493,0
13.4654,9.3577,33.1578,1,57.8243,4,0.8365,1,99.0529,14.8974,0
22.7572,11.9095,3.1512,1,41.6452,7,2.4929,2,73.5043,8.4914,0
13.2032,10.3367,27.2064,1,75.808,0,2.2774,0,46.9245,23.291,0
13.2284,11.1453,2.8783,1,37.8529,2,1.412,2,48.9664,18.9866,0
2.1552,9.6706,1.5009,1,0.8114,22,6.0896,5,4.1518,50.9397,1
15.2304,10.2856,20.9173,1,78.6304,6,1.5906,0,95.9851,18.0376,0
14.9871,10.3823,25.7683,1,50.9535,6,0.8662,2,15.4941,19.3417,0
19.5962,10.9177,25.4979,0,24.3495,7,1.822,1,69.7753,12.5042,0
17.541,10.6155,36.8098,1,13.3901,0,2.2591,0,89.8106,20.6007,0
23.3624,9.647,9.2356,0,11.2039,7,1.6125,1,109.3367,21.5876,0
10.1381,11.8605,0.8944,1,57.3873,1,1.0938,1,80.966,8.2297,0
23.4145,10.585,14.314,1,52.502,0,1.3419,0,71.2809,11.267,0
23.6065,8.5997,19.7228,1,12.7328,4,1.8447,1,43.4782,17.7299,0
17.6679,13.4446,32.1063,1,34.9041,7,1.0895,0,88.3509,10.4389,0
14.3015,10.9951,20.3452,1,8.7581,1,1.8807,2,67.3024,13.2255,0
12.6333,10.6603,33.108,1,11.3911,6,2.0726,0,118.4205,17.1126,0
16.6398,11.6219,15.7475,1,88.5006,1,0.9903,2,91.1834,18.3092,0
12.4733,12.7594,37.8843,1,77.33,1,1.3847,0,56.6374,11.0311,0
2.5731,9.8999,1.5009,0,3.2769,28,4.6174,15,2.1035,54.49,1
16.5233,12.5745,28.4978,1,37.7182,1,1.2993,1,108.7979,9.6304,0
7.4555,8.4233,38.0378,1,45.0462,6,2.2919,2,80.5773,12.1193,0
12.2468,11.4892,1.7311,1,37.0662,3,0.8377,2,89.9742,18.6213,0
22.2334,12.5172,2.8159,1,86.7195,0,1.4218,1,65.9796,17.7338,0
6.486,9.7953,36.9834,1,60.3068,5,0.9682,0,99.8182,8.2005,0
5.8949,10.1407,6.0506,1,55.6198,2,2.2137,0,103.6713,8.798,0
15.0256,13.4313,25.9443,1,11.1249,0,2.3285,2,88.7216,20.8458,0
7.7752,11.2657,10.7737,1,49.4382,2,0.8975,2,40.2454,8.8815,0
5.089,10.0863,27.7385,1,11.692,0,0.9009,0,116.9303,24.8703,0
2.9088,9.8552,1.5009,0,2.4445,41,5.9669,9,1.5277,48.9376,1
11.494,9.0114,0.1841,1,24.4206,0,1.0484,0,92.6665,22.6951,0
18.9352,10.7171,16.6531,1,30.5318,7,2.2844,0,116.3482,12.0751,0
17.9202,13.4732,13.2598,1,54.0702,6,1.0689,1,119.3979,21.8591,0
19.1717,8.0109,9.8955,0,67.1534,7,2.3945,0,112.082,12.6039,0
24.9727,12.0582,30.6064,1,45.2539,0,1.5147,1,15.8796,15.7664,0
13.075,9.1678,19.9546,1,23.1402,6,2.4418,2,38.4074,16.444,0
16.2009,10.9528,17.7175,1,60.534,2,1.3172,1,30.8652,24.0731,0
21.4137,11.0425,35.0437,1,72.9528,1,2.0104,0,18.0659,12.4317,0
8.1088,13.1184,25.0999,0,25.972,4,2.0742,1,93.9884,20.0615,0
19.4831,10.8143,26.3861,1,20.8791,4,1.199,2,29.314,19.6234,0
16.8558,13.4765,12.5174,1,47.5526,5,1.8279,0,36.0601,24.2217,0
1.1439,9.6765,1.5009,1,0.6986,19,7.8579,9,3.743,60.3331,1
5.1392,11.1027,5.6331,1,50.3891,7,1.9391,0,36.7421,23.8196,0
21.431,11.3039,24.3752,1,26.9084,6,1.4569,2,68.8052,11.6881,0
10.0696,12.1843,29.9331,1,38.3543,1,1.0274,0,66.2753,16.7357,0
2.4341,9.6226,1.5009,1,1.897,42,5.0423,18,2.1052,61.9141,1
19.8405,9.5728,17.1026,1,81.751,1,2.4854,0,33.5389,20.5774,0
7.9149,9.3591,29.3336,1,67.0698,0,1.7466,1,51.6409,8.9698,0
13.2778,13.2218,12.0112,1,15.3195,3,1.2599,0,48.9828,10.9764,0
14.0198,9.2097,2.6298,1,61.8604,1,1.6982,2,47.1984,16.7642,0
12.3449,11.1531,16.6566,1,56.4594,1,1.7034,2,45.3038,9.7794,0
8.3815,13.2245,18.1459,1,55.4123,1,2.3456,0,19.7094,20.5753,0
12.7228,8.3201,1.2902,1,78.0104,0,0.8625,1,94.0276,20.5349,0
24.91,9.976,32.3219,1,65.1759,5,1.6983,1,70.233,24.3938,0
10.6496,11.9489,2.9247,1,59.8799,3,1.8519,0,27.3722,12.6204,0
7.3204,12.8033,4.5904,1,58.7878,4,1.3139,0,44.3247,16.3071,0
12.0841,13.4289,25.1802,1,68.1112,1,1.441,1,42.4877,24.6079,0
15.6132,8.1967,32.1966,1,77.6819,4,0.9351,0,91.1607,11.5864,0
22.6585,13.3926,31.4832,1,89.4294,0,1.7619,1,32.3591,17.8792,0
20.9188,11.0429,8.8735,1,49.1288,5,1.3919,1,100.6994,13.3576,0
19.6332,12.9669,20.3405,1,62.461,7,2.2847,1,46.6315,17.1718,0
19.0621,10.9505,4.3686,1,45.4802,3,2.1443,0,68.7779,10.3052,0
16.8481,9.718,10.8512,1,80.6424,3,1.8397,2,82.3647,8.3909,0
15.0067,13.2609,8.1671,1,22.8141,5,1.4518,2,23.3893,23.0973,0
21.0379,11.1431,8.7632,1,22.744,7,1.4461,1,110.8264,15.227,0
6.2839,9.789,22.1105,0,87.7223,4,0.81,2,48.7751,17.2988,0
23.0644,8.9568,2.2204,0,71.0635,4,1.6795,0,58.5099,17.4031,0
6.7819,13.2581,13.2184,1,42.6878,7,2.04,2,72.4376,8.0197,0
23.3963,10.8519,33.5141,1,89.5841,1,0.9409,0,23.3898,12.4034,0
20.316,13.3802,39.3118,1,59.9621,1,1.3534,0,108.5871,16.9634,0
18.3796,8.6435,4.0577,1,77.9655,3,1.3551,0,76.0808,14.5094,0
15.9142,9.8145,0.0966,1,83.8818,4,2.0076,1,67.4574,14.7246,0
21.0913,8.2326,13.4642,1,62.085,3,2.4218,1,32.2786,8.1539,0
19.343,9.1239,17.442,0,81.73,5,1.8246,0,86.5085,24.8127,0
2.4211,9.747,1.5009,0,0.5482,49,7.0257,11,4.0811,66.5277,1
20.4835,9.9785,22.037,1,14.3595,2,1.5012,1,66.3415,17.4802,0
7.2926,9.8049,27.3534,1,86.8101,1,2.0076,1,106.7146,17.3554,0
20.7794,8.6111,4.7287,1,56.7733,5,2.249,2,31.3039,23.0873,0
18.9077,8.6261,29.9377,1,17.9214,6,2.0805,0,75.7023,15.168,0
13.1266,11.112,5.8847,1,49.9702,4,1.5293,0,117.5491,8.0885,0
20.8466,12.2694,24.0699,1,45.6879,2,2.4202,0,112.5187,16.9932,0
19.2518,12.4341,34.3069,1,40.5422,5,1.2379,2,38.6216,10.6173,0
7.7235,9.4392,0.1982,0,19.909,7,1.0514,1,62.78,21.5139,0
10.3404,12.0717,36.331,1,51.5598,5,2.4879,0,78.9982,20.9776,0
14.8445,9.6181,7.799,1,21.9453,0,1.5583,1,82.9871,20.0483,0
22.1775,9.9427,25.3825,1,61.5134,6,0.9287,0,66.1384,22.8144,0
17.0856,10.31,24.0019,1,83.6444,2,1.0331,2,119.2875,17.4018,0
2.9504,9.7085,1.5009,0,2.9912,50,8.1469,11,3.0041,66.3612,1
16.2973,8.3742,2.1288,1,15.4968,1,1.7853,2,62.3492,22.2139,0
11.4303,12.961,21.6186,1,60.7866,3,1.6673,1,84.1153,12.3046,0
20.4661,11.7564,32.9092,1,66.2503,1,1.869,0,48.0499,16.3468,0
8.3275,11.762,0.6655,1,24.3572,3,1.8685,2,16.8777,9.6797,0
17.6564,12.3949,3.6359,1,25.0638,6,0.9738,2,47.507,8.7767,0
23.8896,11.1528,9.8944,1,37.7813,3,1.8355,1,118.6279,15.7662,0
21.4359,10.4661,6.2902,1,21.8051,7,1.3786,2,34.7201,8.1747,0
13.5222,13.2655,18.8202,1,78.5769,7,1.9911,2,31.4476,17.241,0
20.4319,11.2269,9.047,1,27.9115,6,1.5685,0,50.4177,13.5323,0
8.2609,11.7198,34.6339,1,70.913,2,1.3922,2,17.8391,16.9312,0
10.7398,8.3522,2.4999,0,64.9997,7,1.1483,2,109.4418,10.8897,0
23.9992,12.7513,18.1209,1,35.3471,1,1.7552,0,69.2623,14.5747,0
6.4373,12.0323,34.2146,1,11.4481,2,1.1708,0,96.0131,20.5779,0
23.1536,10.4284,6.701,0,69.3281,2,2.0213,1,90.641,18.2907,0
22.2382,9.1827,28.2553,1,24.287,2,2.3843,2,62.2255,19.9953,0
23.7949,13.2493,21.7155,1,39.4457,5,1.2838,2,38.6329,12.1812,0
16.9042,12.0225,22.6342,0,51.5674,1,1.7857,1,113.8332,13.8627,0
19.1448,10.3118,27.548,1,75.8787,2,1.9766,1,19.3114,8.7804,0
14.2113,13.1716,17.1273,1,68.9155,5,1.0925,0,68.108,12.9831,0
19.0545,12.8649,19.9439,1,33.109,7,2.1913,0,117.2446,19.8074,0
23.1645,9.925,6.713,1,43.9023,2,1.1314,0,50.2042,24.1022,0
7.4376,11.2612,33.3007,1,22.5579,6,1.8802,2,103.7436,14.743,0
20.9415,11.7403,2.2838,0,65.6745,4,1.854,1,107.0026,15.7351,0
16.1643,13.0734,32.8596,1,61.8842,2,1.7217,0,45.7131,22.2468,0
17.3103,10.2825,16.5421,0,64.3644,6,1.2486,2,23.8144,17.7406,0
17.9796,12.0903,22.8109,1,81.0505,0,0.91,0,67.1555,15.2429,0
5.264,9.8581,15.7387,0,88.5982,2,2.3259,2,88.6028,22.0502,0
