trigger_type,severity,weekly_income,income_norm,claim_amount
heavy_rain,0.8145,14832.75,0.9876,500.0
traffic,0.3736,4557.06,0.2264,150.19
extreme_heat,0.3941,2162.57,0.0491,82.88
heavy_rain,0.7186,2644.79,0.0848,184.07
traffic,0.3941,2515.01,0.0752,84.92
aqi,0.6213,2663.74,0.0862,90.87
traffic,0.4134,5263.17,0.2788,183.12
heavy_rain,0.1162,2314.03,0.0603,74.66
heavy_rain,0.5959,3409.76,0.1415,212.11
aqi,0.1459,7125.06,0.4167,148.92
aqi,0.7835,3102.97,0.1187,112.25
extreme_heat,0.7783,5629.32,0.3059,326.81
traffic,0.3516,1734.57,0.0174,51.85
extreme_heat,0.8084,3343.23,0.1365,179.08
extreme_heat,0.2282,2583.83,0.0803,78.71
heavy_rain,0.2995,4674.54,0.2352,223.5
heavy_rain,0.4651,2398.53,0.0666,128.15
heavy_rain,0.1917,11325.69,0.7278,500.0
traffic,0.0738,1772.79,0.0202,50.0
heavy_rain,0.5524,7100.29,0.4148,492.31
heavy_rain,0.5223,6242.52,0.3513,397.54
extreme_heat,0.7183,4698.18,0.2369,257.46
heavy_rain,0.6962,4134.89,0.1952,290.61
heavy_rain,0.6402,10172.87,0.6424,500.0
extreme_heat,0.8252,13842.27,0.9142,500.0
extreme_heat,0.2089,3627.75,0.1576,105.06
traffic,0.6458,4354.15,0.2114,183.9
aqi,0.6558,3052.76,0.115,91.62
heavy_rain,0.4186,2242.52,0.055,111.22
aqi,0.6004,5072.33,0.2646,165.31
aqi,0.3141,4558.78,0.2266,108.69
traffic,0.7309,1798.83,0.0221,80.28
traffic,0.9172,5054.33,0.2633,264.81
traffic,0.4817,4635.83,0.2323,173.67
traffic,0.6722,2979.1,0.1096,119.92
traffic,0.1993,2883.44,0.1025,68.42
heavy_rain,0.5482,4973.55,0.2573,316.13
aqi,0.2145,8995.15,0.5552,217.58
extreme_heat,0.3199,4910.83,0.2527,176.95
traffic,0.5768,5944.62,0.3292,246.64
extreme_heat,0.4664,2654.21,0.0855,98.1
heavy_rain,0.3316,3271.04,0.1312,156.49
extreme_heat,0.9757,5453.48,0.2929,353.53
extreme_heat,0.4342,2040.25,0.04,82.21
extreme_heat,0.4914,4463.11,0.2195,199.49
heavy_rain,0.3595,5149.79,0.2704,275.97
heavy_rain,0.4052,3947.09,0.1813,218.74
extreme_heat,0.4592,4720.58,0.2386,207.4
extreme_heat,0.4353,4141.9,0.1957,166.98
aqi,0.5883,2948.11,0.1073,101.01
heavy_rain,0.7302,2232.65,0.0543,144.49
heavy_rain,0.3535,3846.21,0.1738,180.78
heavy_rain,0.4171,7725.28,0.4611,474.26
extreme_heat,0.2842,6715.61,0.3863,254.37
extreme_heat,0.3629,3385.76,0.1397,115.65
traffic,0.7863,3350.78,0.1371,146.74
aqi,0.2008,3229.7,0.1281,66.98
heavy_rain,0.1039,3229.91,0.1281,106.35
traffic,0.7451,4646.52,0.2331,211.69
heavy_rain,0.0287,6827.68,0.3946,240.35
heavy_rain,0.5117,12474.04,0.8129,500.0
extreme_heat,0.8946,2657.33,0.0857,155.33
heavy_rain,0.4601,5572.45,0.3017,327.62
traffic,0.4029,5277.29,0.2798,185.56
traffic,0.6674,3412.25,0.1416,139.38
traffic,0.0623,2409.07,0.0673,50.0
extreme_heat,0.2146,4617.86,0.231,133.43
traffic,0.4904,11613.69,0.7492,500.0
extreme_heat,0.5646,4603.28,0.2299,222.97
heavy_rain,0.1885,2714.56,0.09,104.25
heavy_rain,0.5112,3719.58,0.1644,221.14
traffic,0.9254,2275.4,0.0574,115.77
aqi,0.4146,4061.29,0.1897,115.37
heavy_rain,0.8973,5662.97,0.3084,488.01
extreme_heat,0.7396,2846.09,0.0997,149.54
traffic,0.3599,1500.0,0.0,50.0
traffic,0.8034,4621.34,0.2312,222.7
extreme_heat,0.5262,3131.36,0.1208,128.44
traffic,0.3784,2764.64,0.0937,90.6
traffic,0.4243,2752.73,0.0928,86.83
aqi,0.1224,4915.39,0.253,89.69
heavy_rain,0.2811,3281.47,0.132,143.01
aqi,0.0937,6407.49,0.3635,113.17
heavy_rain,0.5078,6478.38,0.3688,411.98
traffic,0.43,3514.61,0.1492,119.66
heavy_rain,0.2296,3101.27,0.1186,124.3
heavy_rain,0.1611,4289.19,0.2066,172.05
heavy_rain,0.5863,3741.73,0.1661,232.94
extreme_heat,0.8439,1675.29,0.013,82.98
heavy_rain,0.3804,10478.2,0.6651,500.0
heavy_rain,0.7005,5751.22,0.3149,427.21
extreme_heat,0.2651,3191.54,0.1253,108.11
extreme_heat,0.3285,1543.5,0.0032,55.67
traffic,0.8232,3676.75,0.1612,170.51
aqi,0.4976,2998.93,0.111,81.6
traffic,0.3063,3903.83,0.1781,119.43
heavy_rain,0.1257,1500.0,0.0,59.23
heavy_rain,0.3088,3177.58,0.1243,145.89
aqi,0.0243,3275.87,0.1315,50.0
heavy_rain,0.357,3655.04,0.1596,188.8
extreme_heat,0.2406,3575.63,0.1538,110.93
aqi,0.6035,4130.38,0.1948,135.03
aqi,0.9699,8609.22,0.5266,424.19
extreme_heat,0.6792,3110.36,0.1193,156.8
traffic,0.474,2551.46,0.0779,81.34
extreme_heat,0.611,1696.52,0.0146,74.07
traffic,0.7149,3116.43,0.1197,130.62
heavy_rain,0.7269,1996.95,0.0368,136.39
heavy_rain,0.5001,6503.19,0.3706,411.96
traffic,0.2914,3835.09,0.173,114.31
heavy_rain,0.6033,6436.45,0.3657,443.85
traffic,0.5616,8373.68,0.5092,370.72
extreme_heat,0.4306,2610.95,0.0823,104.32
aqi,0.2247,3382.33,0.1394,74.22
traffic,0.3335,7830.98,0.469,261.35
extreme_heat,0.6521,4423.16,0.2165,227.49
traffic,0.81,5222.62,0.2757,255.44
heavy_rain,0.7962,6744.54,0.3885,500.0
extreme_heat,0.8435,6299.7,0.3555,408.02
heavy_rain,0.7183,4940.29,0.2548,348.85
aqi,0.5071,8088.36,0.488,266.95
traffic,0.5036,3888.87,0.177,142.93
aqi,0.5328,5217.15,0.2753,163.45
aqi,0.8194,3683.51,0.1617,144.78
aqi,0.6333,6702.77,0.3854,241.99
heavy_rain,0.8986,2834.49,0.0989,219.23
aqi,0.753,1734.67,0.0174,53.36
extreme_heat,0.7506,5582.89,0.3024,315.57
extreme_heat,0.096,2416.15,0.0679,55.84
extreme_heat,0.8089,2299.34,0.0592,121.12
heavy_rain,0.5153,7573.91,0.4499,500.0
heavy_rain,0.7703,6523.33,0.3721,500.0
heavy_rain,0.2311,3390.56,0.14,138.22
heavy_rain,0.1389,1500.0,0.0,50.0
extreme_heat,0.5052,5253.34,0.278,237.09
aqi,0.1498,5604.09,0.304,109.04
traffic,0.674,5210.37,0.2748,228.17
extreme_heat,0.525,5092.0,0.2661,239.92
extreme_heat,0.452,3674.99,0.1611,158.06
extreme_heat,0.284,3277.27,0.1316,103.65
heavy_rain,0.5349,2314.43,0.0603,137.2
traffic,0.3934,2839.27,0.0992,92.21
heavy_rain,0.2878,4725.56,0.2389,223.17
traffic,0.3666,4764.57,0.2418,161.9
traffic,0.2409,5972.45,0.3313,171.09
extreme_heat,0.5641,1991.78,0.0364,88.33
aqi,0.9084,1755.29,0.0189,67.17
heavy_rain,0.7474,3328.07,0.1354,236.66
aqi,0.9151,2416.38,0.0679,96.58
traffic,0.7584,4416.02,0.216,205.48
traffic,0.9146,2090.3,0.0437,103.05
traffic,0.3819,7259.86,0.4267,255.6
traffic,0.5012,2667.69,0.0865,89.69
aqi,0.5169,8922.55,0.5498,305.09
extreme_heat,0.5297,5229.92,0.2763,243.35
traffic,0.5138,2374.12,0.0647,87.9
traffic,0.5577,11468.65,0.7384,500.0
extreme_heat,0.5804,4595.01,0.2293,224.6
aqi,0.4014,4372.37,0.2128,117.61
extreme_heat,0.4686,3894.79,0.1774,162.08
extreme_heat,0.6855,5081.07,0.2653,279.44
heavy_rain,0.753,5232.84,0.2765,401.71
heavy_rain,0.5874,2611.06,0.0823,157.67
traffic,0.5497,3616.36,0.1568,136.05
extreme_heat,0.8059,4263.52,0.2047,245.98
extreme_heat,0.0913,5384.99,0.2878,138.06
heavy_rain,0.8144,5430.82,0.2912,432.02
extreme_heat,0.8054,4368.92,0.2125,254.68
traffic,0.2823,3055.93,0.1153,76.36
aqi,0.4064,2978.59,0.1095,72.2
heavy_rain,0.5346,2217.77,0.0532,123.66
extreme_heat,0.8471,5411.6,0.2897,348.36
extreme_heat,0.8277,2957.24,0.1079,168.89
traffic,0.6065,3655.99,0.1597,151.1
extreme_heat,0.2348,4531.79,0.2246,144.13
extreme_heat,0.6558,4031.8,0.1875,205.69
extreme_heat,0.1978,4012.6,0.1861,113.62
extreme_heat,0.71,2559.38,0.0785,127.08
extreme_heat,0.4005,4602.85,0.2298,187.38
extreme_heat,0.5594,3441.23,0.1438,149.23
traffic,0.5345,3853.74,0.1744,146.44
traffic,0.749,7179.49,0.4207,364.17
heavy_rain,0.2296,5180.51,0.2726,226.04
traffic,0.3302,3024.79,0.1129,84.26
aqi,0.3866,3735.15,0.1656,92.04
heavy_rain,0.906,8952.77,0.5521,500.0
extreme_heat,0.4429,3450.62,0.1445,137.96
heavy_rain,0.5837,4104.92,0.193,262.68
traffic,0.5339,5608.69,0.3043,220.03
heavy_rain,0.5729,4480.97,0.2208,292.74
traffic,0.3139,3339.55,0.1363,104.75
heavy_rain,0.1499,2774.68,0.0944,101.89
extreme_heat,0.3692,4003.61,0.1855,150.38
aqi,0.4742,5591.54,0.3031,164.61
extreme_heat,0.4069,7788.86,0.4658,349.93
aqi,0.1891,1933.96,0.0321,50.0
aqi,0.6475,9714.67,0.6085,386.71
aqi,0.7249,3483.51,0.1469,120.18
heavy_rain,0.4605,6389.51,0.3622,388.34
traffic,0.3685,2782.85,0.095,84.73
heavy_rain,0.697,1798.27,0.0221,113.21
extreme_heat,0.8821,2087.09,0.0435,118.46
aqi,0.4026,3410.18,0.1415,84.86
traffic,0.5024,5229.37,0.2762,195.11
extreme_heat,0.8966,4087.12,0.1916,250.18
extreme_heat,0.8256,3550.64,0.1519,199.69
traffic,0.2593,7037.52,0.4102,210.99
traffic,0.4973,4027.87,0.1872,151.67
extreme_heat,0.1888,4628.06,0.2317,140.32
aqi,0.8349,15000.0,1.0,500.0
heavy_rain,0.7976,4007.73,0.1858,306.24
heavy_rain,0.2932,2841.47,0.0994,122.08
traffic,0.7272,5117.8,0.268,243.2
aqi,0.7086,5808.31,0.3191,213.49
heavy_rain,0.7584,4677.37,0.2354,360.73
heavy_rain,0.6774,4352.28,0.2113,303.29
heavy_rain,0.1936,8443.19,0.5143,395.38
aqi,0.6875,7931.71,0.4764,311.17
heavy_rain,0.4968,3795.04,0.17,220.23
extreme_heat,0.4183,2916.83,0.105,111.62
aqi,0.2999,4987.06,0.2583,115.49
heavy_rain,0.7629,2908.47,0.1043,207.81
extreme_heat,0.6063,6264.04,0.3529,331.23
extreme_heat,0.8182,4974.24,0.2574,290.09
traffic,0.3124,15000.0,1.0,500.0
extreme_heat,0.1362,8405.56,0.5115,271.63
extreme_heat,0.5361,2346.38,0.0627,98.11
heavy_rain,0.5194,3104.49,0.1189,176.54
traffic,0.8695,1545.38,0.0034,79.99
traffic,0.6491,1500.0,0.0,62.15
heavy_rain,0.2228,4259.53,0.2044,186.68
extreme_heat,0.6233,2216.77,0.0531,100.99
aqi,0.5899,9141.62,0.566,343.66
heavy_rain,0.7709,7179.3,0.4207,500.0
heavy_rain,0.7201,3513.1,0.1491,244.78
extreme_heat,0.617,3414.7,0.1418,163.94
heavy_rain,0.4984,8456.46,0.5153,500.0
heavy_rain,0.4617,9483.45,0.5914,500.0
extreme_heat,0.6223,2524.25,0.0759,116.36
heavy_rain,0.7051,2367.07,0.0642,150.46
extreme_heat,0.2848,3461.49,0.1453,124.77
traffic,0.6324,4992.02,0.2587,221.09
extreme_heat,0.5685,3112.45,0.1194,142.97
heavy_rain,0.0866,5044.77,0.2626,187.51
traffic,0.3899,10669.55,0.6792,425.63
heavy_rain,0.9241,1992.18,0.0365,149.52
traffic,0.2676,3220.08,0.1274,81.08
extreme_heat,0.7028,2011.23,0.0379,91.99
traffic,0.736,2648.39,0.0851,113.78
heavy_rain,0.0216,3472.61,0.1461,101.34
heavy_rain,0.5611,2797.26,0.0961,163.01
extreme_heat,0.3029,5218.62,0.2755,190.15
heavy_rain,0.6187,4339.34,0.2103,290.42
heavy_rain,0.7826,4672.78,0.235,354.47
traffic,0.68,3451.8,0.1446,142.01
traffic,0.2316,3614.45,0.1566,92.64
heavy_rain,0.5998,3376.7,0.139,216.43
aqi,0.3742,3553.44,0.1521,88.79
traffic,0.5296,4961.7,0.2564,193.52
aqi,0.7001,1538.03,0.0028,57.05
traffic,0.8591,4646.97,0.2331,249.29
traffic,0.7738,2606.16,0.0819,118.39
extreme_heat,0.2748,3396.74,0.1405,115.37
traffic,0.322,1843.15,0.0254,50.0
aqi,0.5352,3363.25,0.138,101.09
heavy_rain,0.3449,4623.66,0.2314,232.77
heavy_rain,0.6416,5057.07,0.2635,352.93
heavy_rain,0.7555,2223.49,0.0536,150.91
aqi,0.6677,4936.54,0.2546,174.28
extreme_heat,0.7336,7114.48,0.4159,427.09
traffic,0.2246,3143.7,0.1218,90.05
traffic,0.3533,4025.71,0.1871,133.03
aqi,0.5758,1500.0,0.0,50.0
heavy_rain,0.7241,2569.54,0.0792,178.03
traffic,0.5507,4606.67,0.2301,177.75
aqi,0.5655,6488.16,0.3695,222.03
heavy_rain,0.7885,2982.03,0.1098,212.31
traffic,0.2296,15000.0,1.0,500.0
extreme_heat,0.5115,4707.65,0.2376,221.98
traffic,0.6172,2128.82,0.0466,83.81
extreme_heat,0.4728,7658.65,0.4562,367.14
heavy_rain,0.5393,2150.66,0.0482,123.86
heavy_rain,0.8202,4742.0,0.2401,373.52
heavy_rain,0.2766,2528.49,0.0762,97.93
heavy_rain,0.404,2041.18,0.0401,94.07
traffic,0.0415,6509.88,0.3711,142.39
extreme_heat,0.4452,3533.74,0.1506,139.06
heavy_rain,0.1343,9536.06,0.5953,418.06
traffic,0.2938,2418.82,0.0681,60.04
traffic,0.4248,1844.9,0.0255,54.01
extreme_heat,0.6695,3165.82,0.1234,157.21
aqi,0.0849,15000.0,1.0,355.53
extreme_heat,0.0282,6105.58,0.3412,156.61
traffic,0.8938,5307.87,0.2821,277.71
heavy_rain,0.7395,5396.3,0.2886,409.75
traffic,0.2212,3157.63,0.1228,73.44
aqi,0.5243,15000.0,1.0,500.0
traffic,0.9167,5059.6,0.2637,275.2
extreme_heat,0.2806,4827.86,0.2465,168.98
traffic,0.1714,6584.22,0.3766,181.69
extreme_heat,0.696,2128.94,0.0466,108.41
traffic,0.1027,2592.37,0.0809,55.39
traffic,0.5264,3559.03,0.1525,129.81
aqi,0.8155,6605.54,0.3782,272.87
extreme_heat,0.4376,2102.69,0.0446,73.33
heavy_rain,0.4816,3890.62,0.1771,215.23
extreme_heat,0.7092,3624.88,0.1574,194.11
heavy_rain,0.1754,1831.35,0.0245,74.35
heavy_rain,0.8451,3119.83,0.12,231.84
heavy_rain,0.34,5277.07,0.2798,269.82
traffic,0.3767,1916.71,0.0309,50.0
heavy_rain,0.2892,8149.14,0.4925,422.61
heavy_rain,0.3002,5084.86,0.2655,247.11
heavy_rain,0.3561,4783.86,0.2432,242.4
aqi,0.2049,4040.38,0.1882,73.51
traffic,0.8636,2330.5,0.0615,117.78
heavy_rain,0.7592,2907.8,0.1043,205.21
heavy_rain,0.6823,4821.92,0.2461,335.95
extreme_heat,0.5727,2904.95,0.1041,131.77
heavy_rain,0.8531,4422.12,0.2165,353.26
extreme_heat,0.2969,2567.17,0.079,87.17
extreme_heat,0.6408,5042.79,0.2624,258.6
aqi,0.3234,5234.57,0.2766,132.41
heavy_rain,0.6916,1783.18,0.021,119.23
traffic,0.3938,4161.6,0.1972,129.61
heavy_rain,0.6479,1880.26,0.0282,113.27
aqi,0.6631,1586.81,0.0064,53.57
aqi,0.6557,2990.08,0.1104,94.48
traffic,0.0475,15000.0,1.0,410.24
extreme_heat,0.1498,5929.49,0.3281,177.05
heavy_rain,0.8567,8071.16,0.4868,500.0
traffic,0.5436,5454.57,0.2929,215.08
traffic,0.1511,4459.19,0.2192,101.09
heavy_rain,0.6582,6296.16,0.3553,460.29
extreme_heat,0.338,2922.56,0.1054,108.44
extreme_heat,0.049,5091.14,0.266,125.79
traffic,0.4233,7248.49,0.4258,275.32
traffic,0.6464,5708.5,0.3117,249.68
traffic,0.2234,7490.49,0.4437,217.96
traffic,0.6452,4408.55,0.2154,188.47
heavy_rain,0.8109,9377.24,0.5835,500.0
extreme_heat,0.2986,3626.0,0.1575,124.39
heavy_rain,0.4313,11601.0,0.7482,500.0
traffic,0.3199,5360.45,0.286,161.0
extreme_heat,0.6893,3321.02,0.1349,167.13
extreme_heat,0.5944,2231.51,0.0542,105.16
heavy_rain,0.122,2686.53,0.0879,97.84
heavy_rain,0.6289,2490.7,0.0734,159.64
extreme_heat,0.1785,3849.28,0.174,118.66
heavy_rain,0.1387,2128.18,0.0465,72.31
heavy_rain,0.3551,7680.03,0.4578,421.89
traffic,0.5217,4252.92,0.2039,158.32
extreme_heat,0.748,4167.51,0.1976,231.78
extreme_heat,0.3969,2246.9,0.0553,86.84
extreme_heat,0.6091,2739.36,0.0918,124.48
traffic,0.7237,1500.0,0.0,56.34
heavy_rain,0.3476,9035.37,0.5582,500.0
traffic,0.4188,1980.57,0.0356,59.02
aqi,0.1132,2057.09,0.0413,50.0
traffic,0.4327,8156.63,0.4931,313.46
extreme_heat,0.8334,4884.31,0.2507,293.39
traffic,0.7544,4274.27,0.2055,196.6
extreme_heat,0.1724,4770.16,0.2422,142.18
extreme_heat,0.8629,6483.07,0.3691,415.21
extreme_heat,0.2456,4229.92,0.2022,136.05
heavy_rain,0.3343,1859.82,0.0267,81.08
heavy_rain,0.5334,5805.7,0.3189,374.53
extreme_heat,0.2833,4969.98,0.257,175.73
heavy_rain,0.4251,7228.43,0.4243,448.13
extreme_heat,0.3572,2154.79,0.0485,74.01
extreme_heat,0.3841,2794.28,0.0959,105.74
aqi,0.4734,4895.37,0.2515,141.5
heavy_rain,0.677,2509.26,0.0748,161.73
traffic,0.2987,1500.0,0.0,50.0
extreme_heat,0.533,4441.14,0.2179,208.49
heavy_rain,0.6824,6294.96,0.3552,458.71
heavy_rain,0.6707,3772.65,0.1683,250.26
heavy_rain,0.3711,5292.61,0.2809,279.75
heavy_rain,0.3608,4923.05,0.2536,252.09
heavy_rain,0.8712,4045.04,0.1885,316.15
extreme_heat,0.3146,4306.93,0.2079,155.52
extreme_heat,0.6344,7899.61,0.474,434.01
heavy_rain,0.5206,2484.62,0.0729,140.81
heavy_rain,0.2499,5922.55,0.3276,279.33
heavy_rain,0.2747,2229.56,0.054,98.97
extreme_heat,0.0877,2704.33,0.0892,65.69
heavy_rain,0.8147,7317.02,0.4309,500.0
extreme_heat,0.7367,2197.52,0.0517,113.18
heavy_rain,0.0864,3566.02,0.153,124.29
heavy_rain,0.6149,13104.01,0.8596,500.0
aqi,0.7715,6719.54,0.3866,279.49
heavy_rain,0.2159,2783.36,0.0951,111.3
heavy_rain,0.3747,3032.33,0.1135,157.38
heavy_rain,0.7535,3695.76,0.1626,273.96
aqi,0.2375,7754.06,0.4633,189.11
traffic,0.4062,2438.59,0.0695,78.25
traffic,0.0948,2365.9,0.0641,50.0
aqi,0.3941,5748.4,0.3147,154.52
heavy_rain,0.2591,1736.16,0.0175,73.88
aqi,0.2931,2551.56,0.0779,58.79
heavy_rain,0.4512,3856.27,0.1745,204.6
traffic,0.961,3956.4,0.182,209.79
extreme_heat,0.5905,2033.86,0.0395,94.81
extreme_heat,0.5503,4802.4,0.2446,233.76
aqi,0.5908,5307.53,0.282,179.78
heavy_rain,0.8092,2889.26,0.1029,204.54
aqi,0.6513,9231.52,0.5727,359.31
extreme_heat,0.8252,4768.58,0.2421,281.64
traffic,0.3737,2434.68,0.0692,80.36
aqi,0.3816,9048.83,0.5592,269.16
heavy_rain,0.2426,3097.46,0.1183,135.23
aqi,0.5497,4400.34,0.2148,133.29
extreme_heat,0.4246,3154.58,0.1226,126.49
traffic,0.6233,5497.65,0.2961,231.63
heavy_rain,0.4622,3162.87,0.1232,171.34
extreme_heat,0.5606,3260.29,0.1304,141.67
traffic,0.5237,3714.54,0.164,144.36
extreme_heat,0.5921,3130.74,0.1208,141.54
heavy_rain,0.3949,6876.79,0.3983,385.85
heavy_rain,0.8684,2145.45,0.0478,152.19
aqi,0.4971,3949.82,0.1815,114.13
heavy_rain,0.4605,4207.96,0.2006,234.9
traffic,0.3638,3780.77,0.1689,121.31
aqi,0.1998,6529.92,0.3726,143.38
heavy_rain,0.1708,1896.99,0.0294,74.7
heavy_rain,0.7877,5345.22,0.2848,417.46
traffic,0.2117,2159.27,0.0488,57.61
heavy_rain,0.1308,3120.07,0.12,106.5
extreme_heat,0.5319,2051.15,0.0408,78.88
traffic,0.6406,3408.25,0.1414,134.62
extreme_heat,0.3114,3013.61,0.1121,97.65
extreme_heat,0.4665,9128.31,0.5651,446.42
traffic,0.4568,4540.0,0.2252,163.17
extreme_heat,0.7559,5013.52,0.2603,283.32
heavy_rain,0.6055,2312.88,0.0602,141.18
extreme_heat,0.7874,5825.72,0.3204,350.71
aqi,0.3091,9128.1,0.565,244.15
traffic,0.7311,6216.45,0.3494,302.5
extreme_heat,0.4621,2088.07,0.0436,76.08
heavy_rain,0.5464,3190.49,0.1252,186.31
heavy_rain,0.1007,4248.18,0.2036,140.49
heavy_rain,0.5497,3015.19,0.1122,181.55
heavy_rain,0.2156,14278.29,0.9465,500.0
aqi,0.1686,3161.69,0.1231,53.84
heavy_rain,0.1794,3937.59,0.1806,149.92
traffic,0.1918,2980.62,0.1097,71.86
heavy_rain,0.4994,4518.08,0.2236,266.93
heavy_rain,0.714,8031.89,0.4838,500.0
extreme_heat,0.4055,4261.72,0.2046,169.63
heavy_rain,0.5649,3606.5,0.156,225.64
traffic,0.8581,2352.06,0.0631,111.73
aqi,0.7645,7364.44,0.4344,297.54
aqi,0.2521,3744.91,0.1663,78.02
heavy_rain,0.3904,3665.25,0.1604,195.57
traffic,0.3443,1500.0,0.0,50.0
heavy_rain,0.5723,3775.89,0.1686,238.26
aqi,0.6517,3292.65,0.1328,112.62
extreme_heat,0.0716,1614.85,0.0085,50.0
heavy_rain,0.1592,6599.87,0.3778,277.54
heavy_rain,0.1471,3079.06,0.117,112.73
heavy_rain,0.3303,10381.54,0.6579,500.0
heavy_rain,0.6388,8161.81,0.4935,500.0
aqi,0.0957,2807.5,0.0969,50.0
traffic,0.4674,7979.71,0.48,310.54
aqi,0.3539,9002.62,0.5557,254.79
heavy_rain,0.4577,3042.64,0.1143,173.36
extreme_heat,0.5218,2401.07,0.0667,104.49
heavy_rain,0.4933,1500.0,0.0,78.4
extreme_heat,0.0448,4866.94,0.2494,119.68
heavy_rain,0.7119,2473.37,0.0721,158.84
heavy_rain,0.9277,4940.62,0.2549,422.0
extreme_heat,0.1677,3029.26,0.1133,78.19
heavy_rain,0.9085,2724.76,0.0907,212.49
extreme_heat,0.1248,3038.91,0.114,83.68
traffic,0.619,2100.84,0.0445,82.37
heavy_rain,0.8062,3038.21,0.1139,231.66
aqi,0.0606,2784.14,0.0951,50.0
extreme_heat,0.7556,3995.49,0.1849,206.82
traffic,0.7621,4239.2,0.2029,206.2
traffic,0.4369,2355.27,0.0634,71.68
traffic,0.5965,6977.2,0.4057,307.56
traffic,0.3598,3715.3,0.1641,115.72
aqi,0.6175,8528.93,0.5207,321.53
traffic,0.8313,4539.36,0.2251,224.36
heavy_rain,0.5409,4165.34,0.1974,254.39
heavy_rain,0.2701,3147.96,0.1221,130.57
traffic,0.9527,5472.11,0.2942,316.89
heavy_rain,0.4593,4091.98,0.192,232.72
heavy_rain,0.6269,6180.98,0.3467,436.15
heavy_rain,0.2033,8976.19,0.5538,439.15
extreme_heat,0.5493,2797.76,0.0961,117.71
heavy_rain,0.4497,5468.35,0.294,322.02
traffic,0.5938,5391.39,0.2883,222.12
traffic,0.437,5059.67,0.2637,180.88
traffic,0.2216,3240.23,0.1289,85.08
heavy_rain,0.5677,3273.18,0.1313,186.94
extreme_heat,0.4948,3005.08,0.1115,119.09
extreme_heat,0.4939,2975.42,0.1093,132.68
extreme_heat,0.3636,2643.71,0.0847,93.93
traffic,0.5549,3819.03,0.1718,155.83
heavy_rain,0.7623,2754.77,0.0929,200.63
aqi,0.8155,5003.14,0.2595,197.19
heavy_rain,0.4606,4140.11,0.1956,231.31
traffic,0.4158,4378.94,0.2133,156.17
extreme_heat,0.3952,3509.59,0.1489,145.54
heavy_rain,0.3874,4164.91,0.1974,215.14
traffic,0.6262,3555.81,0.1523,151.33
heavy_rain,0.6136,5941.82,0.329,416.1
traffic,0.2318,3225.38,0.1278,89.72
extreme_heat,0.5963,4854.99,0.2485,239.86
heavy_rain,0.3679,2093.96,0.044,95.7
heavy_rain,0.5608,5744.73,0.3144,370.84
traffic,0.6246,3042.3,0.1142,114.04
heavy_rain,0.4725,2550.04,0.0778,146.96
aqi,0.8822,2276.97,0.0576,86.4
traffic,0.7049,2188.65,0.051,84.42
traffic,0.6332,3162.96,0.1232,131.85
heavy_rain,0.2485,8512.69,0.5195,425.69
traffic,0.7162,2917.08,0.105,121.21
aqi,0.5384,1500.0,0.0,51.88
heavy_rain,0.7004,4830.63,0.2467,340.77
heavy_rain,0.6953,2305.08,0.0596,152.5
heavy_rain,0.1569,6047.52,0.3369,244.59
extreme_heat,0.7438,3259.93,0.1304,169.0
traffic,0.7735,3508.68,0.1488,152.71
extreme_heat,0.5933,7322.12,0.4313,389.56
extreme_heat,0.5747,5480.02,0.2948,265.92
heavy_rain,0.604,2157.73,0.0487,133.1
heavy_rain,0.5127,2322.43,0.0609,129.02
heavy_rain,0.8082,1649.51,0.0111,114.16
aqi,0.6555,14788.58,0.9843,500.0
traffic,0.0974,2614.02,0.0825,61.36
extreme_heat,0.4715,7222.14,0.4239,343.8
traffic,0.4699,3083.63,0.1173,102.14
heavy_rain,0.385,2345.07,0.0626,107.36
heavy_rain,0.7538,4067.49,0.1902,288.41
heavy_rain,0.2612,3417.51,0.142,154.28
aqi,0.2841,6008.54,0.334,151.16
traffic,0.7803,6046.24,0.3368,306.72
traffic,0.3569,2995.69,0.1108,89.71
heavy_rain,0.5325,1958.67,0.034,113.72
heavy_rain,0.1754,2211.48,0.0527,86.9
traffic,0.6188,1500.0,0.0,55.59
extreme_heat,0.6245,3507.89,0.1487,167.73
aqi,0.2755,4000.2,0.1852,85.51
traffic,0.3522,2272.39,0.0572,68.53
extreme_heat,0.321,2139.17,0.0473,74.71
traffic,0.3283,3991.64,0.1846,118.35
aqi,0.6204,2933.71,0.1062,90.86
extreme_heat,0.2139,3617.49,0.1569,110.32
traffic,0.4955,3348.9,0.137,122.69
aqi,0.0597,4556.75,0.2264,68.84
heavy_rain,0.6558,3033.16,0.1136,192.07
aqi,0.5351,3151.48,0.1223,86.88
heavy_rain,0.1444,1570.42,0.0052,53.37
traffic,0.4608,3923.87,0.1795,138.52
traffic,0.3662,4206.33,0.2005,128.29
traffic,0.5086,3681.78,0.1616,138.33
extreme_heat,0.0457,10466.31,0.6642,311.61
traffic,0.7205,4365.07,0.2122,198.5
heavy_rain,0.3731,3721.05,0.1645,193.15
heavy_rain,0.1299,5164.55,0.2714,192.47
heavy_rain,0.3733,11573.02,0.7461,500.0
extreme_heat,0.3665,4565.86,0.2271,178.8
extreme_heat,0.2988,1500.0,0.0,50.0
heavy_rain,0.2511,4994.18,0.2588,221.49
aqi,0.1199,2592.51,0.0809,51.72
extreme_heat,0.5205,1538.81,0.0029,64.4
